Age,Productivity_Score,Meetings_Per_Week,Job_Satisfaction,WFH_Days_Per_Week,Has_Children_Yes,Location_Type_Suburban,Location_Type_Urban,Department_Group,Education_Group,Job_Level_Group,Company_Size_Group,WFH_Category
0.33333333333333337,1.0,0.4666666666666667,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.44444444444444453,0.8973451327433628,0.4,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.19444444444444442,0.20884955752212375,0.06666666666666667,1.0,4,1.0,0.0,1.0,Non-Tech,Basic,Junior,Large,High
0.33333333333333337,0.6123893805309732,0.6,1.0,0,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.5555555555555555,0.8601769911504422,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.36111111111111116,0.7663716814159292,0.6,1.0,0,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Low
0.36111111111111116,1.0,0.6,1.0,3,0.0,0.0,1.0,Tech,Advanced,Junior,Large,Medium
0.0,0.7805309734513273,0.4,1.0,3,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Medium
0.3055555555555556,1.0,0.5333333333333333,1.0,1,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.44444444444444453,0.975221238938053,0.4666666666666667,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.13888888888888895,0.41946902654867246,0.4666666666666667,1.0,0,0.0,1.0,0.0,Non-Tech,Basic,Junior,Large,Low
0.2222222222222222,0.5504424778761061,0.6666666666666666,1.0,4,0.0,1.0,0.0,Non-Tech,Basic,Junior,Small,High
0.5833333333333334,0.7858407079646019,0.7333333333333334,1.0,0,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Low
0.41666666666666663,0.9433628318584071,0.33333333333333337,1.0,3,0.0,0.0,1.0,Non-Tech,Advanced,Junior,Large,Medium
0.2222222222222222,0.5911504424778762,0.6666666666666666,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.4722222222222222,1.0,0.4,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.36111111111111116,0.8407079646017699,0.8666666666666667,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5833333333333334,0.8389380530973451,0.4,1.0,5,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.16666666666666663,0.7345132743362832,0.26666666666666666,1.0,2,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.2777777777777778,0.9398230088495574,0.8,0.8235294117647047,2,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.25,0.9168141592920354,0.4666666666666667,1.0,2,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.0,0.8460176991150441,0.4,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.41666666666666663,0.8141592920353982,0.4,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.41666666666666663,1.0,0.7333333333333334,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.36111111111111116,1.0,0.26666666666666666,1.0,5,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.2777777777777778,0.6743362831858406,0.7333333333333334,1.0,5,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.0,0.8973451327433628,0.2,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.25,1.0,0.5333333333333333,1.0,4,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.13888888888888895,0.8017699115044248,0.5333333333333333,1.0,2,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.3055555555555556,1.0,0.6,1.0,4,0.0,0.0,0.0,Non-Tech,Basic,Junior,Large,High
0.44444444444444453,1.0,0.4666666666666667,1.0,4,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.38888888888888895,1.0,0.06666666666666667,1.0,3,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.41666666666666663,1.0,0.6666666666666666,1.0,4,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.33333333333333337,1.0,0.4666666666666667,1.0,5,0.0,1.0,0.0,Non-Tech,Advanced,Junior,Large,High
0.33333333333333337,0.608849557522124,0.6,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.36111111111111116,1.0,0.6666666666666666,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.9722222222222222,1.0,0.5333333333333333,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.3055555555555556,1.0,0.13333333333333336,1.0,1,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Small,Low
0.41666666666666663,1.0,0.4666666666666667,1.0,0,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.33333333333333337,0.5539823008849556,0.33333333333333337,1.0,0,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.638888888888889,0.2566371681415929,0.33333333333333337,1.0,5,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.5277777777777778,0.511504424778761,0.33333333333333337,0.867647058823529,4,0.0,0.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.5555555555555555,1.0,0.33333333333333337,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.6944444444444445,1.0,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.0,0.9433628318584071,0.4666666666666667,1.0,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.5000000000000001,0.2672566371681415,0.6666666666666666,0.7794117647058822,3,0.0,1.0,0.0,Non-Tech,Basic,Junior,Small,Medium
0.888888888888889,0.8973451327433628,0.4666666666666667,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.11111111111111116,0.019469026548672552,0.6,1.0,1,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.36111111111111116,0.41946902654867246,0.6,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.2222222222222222,0.42654867256637163,0.5333333333333333,1.0,0,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Low
0.36111111111111116,0.34159292035398225,0.6,0.13235294117646923,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.11111111111111116,0.45309734513274313,0.7333333333333334,1.0,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.7222222222222222,0.6000000000000001,0.06666666666666667,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.13888888888888895,0.9858407079646017,0.6666666666666666,1.0,5,1.0,1.0,0.0,Tech,Advanced,Junior,Large,High
0.2777777777777778,0.1380530973451326,0.33333333333333337,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.5555555555555555,1.0,0.5333333333333333,1.0,5,0.0,0.0,0.0,Tech,Basic,Senior,Large,High
0.41666666666666663,0.9911504424778761,0.33333333333333337,1.0,2,0.0,1.0,0.0,Non-Tech,Advanced,Senior,Small,Medium
0.6666666666666666,1.0,0.6666666666666666,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.0,0.9079646017699115,0.4,0.764705882352942,1,0.0,0.0,0.0,Non-Tech,Basic,Junior,Large,Low
0.41666666666666663,0.6743362831858406,0.5333333333333333,1.0,5,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.02777777777777779,0.638938053097345,0.2,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.4722222222222222,0.46548672566371674,0.5333333333333333,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.41666666666666663,0.5911504424778762,0.5333333333333333,1.0,4,0.0,0.0,1.0,Non-Tech,Basic,Senior,Large,High
0.44444444444444453,0.7610619469026547,0.8,1.0,1,0.0,0.0,1.0,Non-Tech,Advanced,Junior,Large,Low
0.16666666666666663,0.4176991150442477,0.33333333333333337,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.41666666666666663,1.0,0.26666666666666666,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.41666666666666663,1.0,0.6666666666666666,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.16666666666666663,1.0,0.6,1.0,5,0.0,1.0,0.0,Tech,Basic,Junior,Large,High
0.8055555555555555,0.6513274336283186,0.7333333333333334,0.38235294117646923,3,1.0,1.0,0.0,Non-Tech,Advanced,Junior,Large,Medium
0.4722222222222222,0.5469026548672566,0.26666666666666666,0.367647058823529,5,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,High
0.05555555555555558,0.343362831858407,0.6,1.0,0,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Low
0.5000000000000001,1.0,0.6666666666666666,1.0,1,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.11111111111111116,1.0,0.4666666666666667,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.5555555555555555,0.5539823008849556,0.4,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.638888888888889,0.7469026548672566,0.13333333333333336,1.0,2,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Medium
0.13888888888888895,0.5044247787610618,0.26666666666666666,1.0,2,0.0,0.0,1.0,Tech,Advanced,Junior,Large,Medium
0.5833333333333334,1.0,0.5333333333333333,1.0,1,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.44444444444444453,0.87787610619469,0.8,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.5555555555555555,1.0,0.7333333333333334,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.11111111111111116,1.0,0.33333333333333337,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.44444444444444453,1.0,0.4666666666666667,1.0,4,0.0,0.0,1.0,Tech,Advanced,Senior,Small,High
0.41666666666666663,0.7610619469026547,0.6666666666666666,1.0,5,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.5555555555555555,0.9292035398230087,0.26666666666666666,1.0,1,1.0,0.0,0.0,Non-Tech,Basic,Senior,Small,Low
0.36111111111111116,1.0,0.5333333333333333,1.0,3,1.0,0.0,1.0,Tech,Basic,Junior,Small,Medium
0.7222222222222222,0.8849557522123894,0.06666666666666667,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.2777777777777778,0.686725663716814,0.26666666666666666,1.0,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.5000000000000001,0.6938053097345134,0.4666666666666667,1.0,1,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.13888888888888895,0.4424778761061947,0.6,0.4264705882352935,2,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.08333333333333337,1.0,0.4,1.0,5,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.4722222222222222,0.4725663716814159,0.6,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.4722222222222222,0.831858407079646,0.4666666666666667,1.0,1,1.0,1.0,0.0,Tech,Basic,Senior,Large,Low
0.13888888888888895,1.0,0.4666666666666667,1.0,3,0.0,1.0,0.0,Tech,Bachelor/Master,Senior,Small,Medium
0.0,0.9734513274336283,0.6666666666666666,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.2222222222222222,1.0,0.6,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.38888888888888895,0.7504424778761063,0.33333333333333337,1.0,4,0.0,0.0,1.0,Tech,Basic,Senior,Small,High
0.44444444444444453,1.0,0.33333333333333337,1.0,5,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.13888888888888895,1.0,0.5333333333333333,1.0,2,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.38888888888888895,0.9575221238938052,0.6,1.0,0,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.36111111111111116,0.9150442477876106,0.6,1.0,1,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Low
0.05555555555555558,0.5876106194690265,0.4,1.0,5,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.44444444444444453,1.0,0.7333333333333334,1.0,3,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.5000000000000001,1.0,0.4666666666666667,1.0,2,0.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,Medium
0.611111111111111,0.7274336283185838,0.4666666666666667,1.0,2,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.611111111111111,0.9805309734513274,0.5333333333333333,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.0,0.8743362831858408,0.2,1.0,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.11111111111111116,1.0,0.4,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.4722222222222222,1.0,0.26666666666666666,1.0,5,0.0,1.0,0.0,Non-Tech,Basic,Senior,Small,High
0.4722222222222222,1.0,0.4666666666666667,1.0,4,0.0,0.0,0.0,Tech,Basic,Senior,Large,High
0.4722222222222222,0.808849557522124,0.4,1.0,4,1.0,1.0,0.0,Non-Tech,Basic,Junior,Small,High
0.5000000000000001,0.7575221238938052,0.6,1.0,0,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,Low
0.5833333333333334,0.7823008849557522,0.4,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.5000000000000001,0.1628318584070797,0.7333333333333334,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.2777777777777778,0.4761061946902656,0.5333333333333333,1.0,5,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.5277777777777778,0.784070796460177,0.4,1.0,3,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Medium
0.16666666666666663,0.7345132743362832,0.4666666666666667,1.0,1,0.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,Low
0.2777777777777778,0.5522123893805311,0.26666666666666666,1.0,1,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.2222222222222222,1.0,0.13333333333333336,1.0,2,1.0,0.0,0.0,Tech,Basic,Junior,Large,Medium
0.36111111111111116,1.0,0.6,1.0,5,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Large,High
0.0,0.6973451327433628,0.6,1.0,2,1.0,1.0,0.0,Tech,Advanced,Junior,Large,Medium
0.5277777777777778,0.7805309734513273,0.4666666666666667,1.0,4,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.0,0.6743362831858406,0.4666666666666667,1.0,2,1.0,0.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.2222222222222222,0.6495575221238938,0.5333333333333333,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.611111111111111,0.7469026548672566,0.8,1.0,1,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Low
0.08333333333333337,0.856637168141593,0.33333333333333337,1.0,1,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.16666666666666663,0.6176991150442479,0.26666666666666666,1.0,0,0.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.5277777777777778,1.0,0.4666666666666667,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,High
0.16666666666666663,0.1539823008849558,0.4666666666666667,1.0,1,1.0,0.0,1.0,Tech,Bachelor/Master,Junior,Small,Low
0.19444444444444442,1.0,0.4666666666666667,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.888888888888889,0.8265486725663718,0.06666666666666667,1.0,2,0.0,0.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.5000000000000001,0.8637168141592919,0.4666666666666667,1.0,1,0.0,1.0,0.0,Tech,Advanced,Junior,Small,Low
0.19444444444444442,0.28672566371681407,0.4666666666666667,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.5555555555555555,0.8106194690265485,0.7333333333333334,1.0,0,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Low
0.13888888888888895,1.0,0.33333333333333337,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,High
0.3055555555555556,0.8955752212389378,0.2,1.0,0,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.4722222222222222,0.48318584070796455,0.6,1.0,2,1.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.05555555555555558,0.343362831858407,0.4,0.08823529411764675,0,1.0,1.0,0.0,Non-Tech,Advanced,Junior,Large,Low
0.25,0.6902654867256637,0.4666666666666667,1.0,3,1.0,1.0,0.0,Tech,Basic,Senior,Small,Medium
0.2222222222222222,0.8194690265486724,0.5333333333333333,1.0,4,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Junior,Large,High
0.19444444444444442,1.0,0.26666666666666666,1.0,4,1.0,1.0,0.0,Tech,Basic,Junior,Large,High
0.44444444444444453,0.7486725663716813,0.4,1.0,3,1.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,Medium
0.02777777777777779,0.44070796460177,0.8666666666666667,0.014705882352940236,4,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,High
0.888888888888889,1.0,0.4666666666666667,1.0,3,0.0,1.0,0.0,Tech,Basic,Senior,Large,Medium
0.611111111111111,1.0,0.33333333333333337,1.0,1,0.0,1.0,0.0,Non-Tech,Basic,Junior,Small,Low
0.0,0.4123893805309733,0.9333333333333333,1.0,2,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.2222222222222222,1.0,0.7333333333333334,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
0.6666666666666666,1.0,0.6666666666666666,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.16666666666666663,0.7539823008849555,0.5333333333333333,0.602941176470587,3,0.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Large,Medium
0.44444444444444453,0.9610619469026547,0.4,1.0,5,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,High
0.5277777777777778,0.7982300884955751,0.8,1.0,3,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Small,Medium
0.33333333333333337,0.6035398230088493,0.6,0.07352941176470473,4,0.0,0.0,0.0,Tech,Bachelor/Master,Senior,Small,High
0.2777777777777778,1.0,0.8,1.0,1,1.0,0.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Low
0.02777777777777779,0.5097345132743363,0.8,1.0,4,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.7499999999999999,1.0,0.06666666666666667,1.0,3,0.0,0.0,1.0,Tech,Basic,Junior,Small,Medium
0.0,0.41946902654867246,0.6,1.0,5,1.0,0.0,0.0,Tech,Bachelor/Master,Junior,Small,High
0.25,0.9646017699115044,0.4666666666666667,1.0,4,1.0,0.0,1.0,Tech,Bachelor/Master,Senior,Large,High
0.38888888888888895,1.0,0.33333333333333337,1.0,4,1.0,1.0,0.0,Tech,Bachelor/Master,Senior,Large,High
0.6944444444444445,0.686725663716814,0.4666666666666667,1.0,4,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Senior,Small,High
0.0,0.9628318584070796,0.13333333333333336,1.0,2,0.0,1.0,0.0,Tech,Bachelor/Master,Junior,Large,Medium
0.638888888888889,0.5203539823008849,0.8,1.0,2,1.0,1.0,0.0,Non-Tech,Bachelor/Master,Junior,Large,Medium
0.36111111111111116,1.0,0.33333333333333337,1.0,3,0.0,0.0,1.0,Non-Tech,Bachelor/Master,Senior,Small,Medium
